,URN,LA,GENDER,RELCHAR,PNORG,PNORB,PSENELSE,PSENELK,PNUMEAL,PNUMENGFL,PNUMUNCFL,PNUMFSMEVER,PNUMFSM,PERCTOT,PPERSABS10,TPUP,P8PUP,ATT8SCR,P8MEA,P8CILOW,P8CIUPP,EBACCAPS,PTL2BASICS_94,PTL2BASICS_95,PTEBACC_E_PTQ_EE,PTEBACC_94,PTEBACC_95,PT5EM_94,P8_BANDING,OVERALL_DESTPER,NOT_SUSTAINEDPER,UNKNOWNPER,OVERALL_DESTPER_DIS,NOT_SUSTAINEDPER_DIS,UNKNOWNPER_DIS,Rating
4265,138458,310,Boys,Roman Catholic,0.0,100.0,2.8,15.7,41.9,57.6,0.6,21.2,12.121212121212121,4.4,8.8,111.0,100,53.5,0.45,0.2,0.7,5.05,74.8%,56.8%,76.6%,54.1%,36.9%,72.1%,2,95%,4%,1%,88%,12%,0%,Good
4266,138459,314,Girls,Roman Catholic,100.0,0.0,1.2,2.2,30.5,51.6,17.9,18.1,6.9143446852425186,4.3,7.6,147.0,138,60.3,1.13,0.92,1.34,5.11,89.8%,69.4%,28.6%,23.1%,17.0%,89.1%,1,98%,2%,0%,96%,4%,0%,Unknown
4267,138460,318,Mixed,Does not apply,41.9,58.1,3.4,14.3,10.5,87.5,2.0,15.8,8.592471358428805,5.9,15.6,236.0,222,57.1,0.48,0.31,0.64,5.09,81.4%,61.4%,50.8%,38.1%,28.4%,79.2%,2,95%,4%,1%,89%,11%,0%,Requires Improvement
4269,138463,341,Boys,Roman Catholic,1.2,98.8,0.8,10.0,1.8,98.2,0.0,26.1,13.268032056990206,5.6,12.2,182.0,182,41.7,-0.47,-0.66,-0.28,3.53,56.6%,33.0%,8.8%,6.6%,5.5%,48.4%,4,94%,5%,1%,87%,13%,0%,Requires Improvement
4270,138464,358,Girls,Roman Catholic,100.0,0.0,0.2,5.1,11.1,88.9,0.0,4.6,1.4340344168260037,3.1,3.4,157.0,134,73.2,0.81,0.59,1.03,6.9,100.0%,99.4%,86.6%,84.1%,72.6%,100.0%,1,99%,0%,1%,83%,0%,17%,Unknown
4271,138466,802,Mixed,Does not apply,51.2,48.8,1.0,16.4,2.7,97.3,0.0,13.8,8.099352051835854,5.9,13.8,161.0,156,42.9,-0.68,-0.88,-0.48,3.72,70.2%,36.6%,28.0%,21.1%,13.7%,64.0%,5,99%,1%,0%,100%,0%,0%,Requires Improvement
4272,138470,830,Mixed,Roman Catholic,54.1,45.9,2.0,7.4,5.2,94.6,0.2,15.5,7.620528771384137,4.0,8.1,195.0,189,54,0.27,0.09,0.45,4.73,80.0%,56.9%,32.8%,29.7%,23.6%,79.5%,2,97%,3%,1%,82%,18%,0%,Outstanding
4274,138472,845,Mixed,None,50.1,49.9,2.5,6.4,3.0,97.0,0.0,24.9,11.686274509803923,6.9,18.7,196.0,190,42.5,-0.12,-0.3,0.07,3.33,57.1%,27.0%,10.2%,6.1%,3.1%,54.1%,3,96%,4%,0%,93%,7%,0%,Good
4275,138473,845,Mixed,Does not apply,49.6,50.4,1.5,3.9,4.7,95.3,0.0,17.7,6.707787201233615,4.7,9.8,221.0,213,50.3,0.23,0.06,0.4,4.42,76.0%,52.0%,32.1%,23.1%,16.7%,71.0%,2,96%,4%,0%,94%,6%,0%,Outstanding
4276,138474,845,Mixed,Does not apply,51.3,48.7,1.6,7.0,9.8,90.2,0.1,22.5,11.799660441426147,6.7,16.6,227.0,207,44.9,0.06,-0.12,0.23,3.8,59.0%,36.6%,31.7%,18.1%,11.0%,55.1%,3,88%,11%,1%,78%,22%,0%,Good
4277,138475,845,Mixed,Does not apply,48.9,51.1,1.1,3.1,11.7,88.0,0.3,20.6,12.355848434925864,4.1,7.9,144.0,132,51.9,0.4,0.18,0.62,4.35,73.6%,52.1%,23.6%,17.4%,13.2%,70.8%,2,90%,10%,1%,88%,12%,0%,Good
4278,138476,852,Girls,Roman Catholic,98.5,1.5,0.3,6.0,43.8,56.2,0.0,24.9,17.26739312657167,5.2,13.4,207.0,192,53.7,0.57,0.39,0.75,4.78,77.3%,59.9%,44.9%,35.3%,26.1%,75.8%,1,98%,1%,1%,100%,0%,0%,Outstanding
4280,138480,886,Boys,Does not apply,0.0,100.0,0.2,0.5,8.9,91.0,0.1,13.1,5.198776758409786,4.1,7.2,146.0,145,62.2,0.27,0.06,0.47,5.58,91.1%,72.6%,54.8%,45.2%,36.3%,90.4%,2,100%,0%,0%,100%,0%,0%,Outstanding
4281,138481,891,Mixed,Does not apply,47.0,53.0,3.7,22.1,4.1,95.9,0.0,55.4,34.56221198156682,9.0,28,83.0,81,31.9,-0.7,-0.98,-0.43,3.01,37.3%,16.9%,61.4%,12.0%,4.8%,31.3%,5,90%,8%,3%,79%,18%,4%,Inadequate
4282,138482,891,Mixed,Does not apply,48.1,51.9,0.5,3.9,4.3,95.0,0.7,11.3,5.476190476190476,4.3,7.7,234.0,228,56.2,0.55,0.39,0.72,4.84,85.0%,64.5%,29.9%,26.9%,23.9%,80.8%,1,97%,3%,1%,97%,3%,0%,Outstanding
4283,138483,896,Mixed,None,51.2,48.8,0.9,10.8,0.5,99.5,0.0,9.0,4.010238907849829,5.9,13.9,175.0,173,57.7,0.34,0.15,0.53,5.03,80.0%,62.3%,41.1%,32.6%,26.3%,78.3%,2,98%,2%,0%,91%,9%,0%,Outstanding
4284,138484,919,Mixed,Does not apply,45.5,54.5,3.4,27.3,6.5,93.5,0.0,28.8,14.545454545454545,5.4,14.9,76.0,74,39.4,-0.54,-0.83,-0.25,3.62,48.7%,25.0%,47.4%,23.7%,10.5%,39.5%,5,91%,9%,0%,82%,18%,0%,Good
4286,138490,931,Girls,Does not apply,100.0,0.0,0.7,5.4,10.3,89.5,0.3,12.8,5.063291139240507,4.9,11.5,216.0,204,54.3,0.72,0.54,0.89,4.9,82.9%,63.9%,48.6%,33.3%,24.5%,77.8%,1,92%,7%,1%,83%,17%,0%,Outstanding
4288,138495,315,Mixed,None,48.0,52.0,1.7,24.8,42.0,58.0,0.0,42.9,31.463414634146343,4.8,9.8,127.0,111,51,0.83,0.59,1.07,4.59,62.2%,45.7%,46.5%,29.1%,20.5%,62.2%,1,91%,6%,3%,89%,8%,3%,Outstanding
4289,138496,916,Mixed,None,47.2,52.8,1.9,21.3,3.7,96.3,0.0,35.8,21.604938271604937,5.1,14.6,74.0,72,38.9,-0.59,-0.89,-0.29,3.4,59.5%,23.0%,17.6%,13.5%,6.8%,52.7%,5,91%,9%,0%,82%,18%,0%,Requires Improvement
4291,138499,931,Mixed,None,50.5,49.5,0.7,16.0,23.5,76.5,0.0,32.8,15.284360189573459,6.6,17.5,141.0,134,43.5,0.02,-0.19,0.24,3.58,60.3%,35.5%,34.0%,19.9%,11.3%,58.2%,3,92%,7%,1%,88%,12%,0%,Good
4293,138506,935,Mixed,None,54.3,45.7,1.3,8.4,3.9,96.1,0.0,34.2,16.545718432510885,6.4,19.1,109.0,105,38,-0.1,-0.34,0.15,3.11,39.4%,18.3%,12.8%,4.6%,3.7%,36.7%,3,89%,9%,3%,75%,19%,6%,Good
4294,138511,887,Mixed,None,50.3,49.7,1.4,24.3,14.6,85.4,0.0,48.0,26.1758691206544,6.6,18.8,177.0,166,32.3,-0.63,-0.83,-0.44,2.62,24.3%,10.2%,4.0%,1.7%,1.1%,22.6%,5,86%,11%,3%,78%,19%,3%,Good
4296,138518,317,Mixed,None,47.8,52.2,1.9,5.2,58.4,38.2,3.5,24.6,15.315315315315313,4.3,9.4,179.0,156,54.6,0.7,0.5,0.9,4.94,79.3%,60.3%,54.2%,31.8%,22.9%,72.1%,1,98%,2%,1%,98%,2%,0%,Outstanding
4297,138521,855,Mixed,Church of England,48.2,51.8,0.9,9.8,6.5,93.4,0.1,16.0,6.7092651757188495,5.9,13.1,272.0,269,46.4,-0.18,-0.34,-0.03,3.71,64.3%,41.9%,14.0%,8.1%,6.3%,61.8%,4,95%,5%,0%,93%,7%,0%,Good
4298,138522,800,Mixed,None,46.2,53.8,1.7,7.7,7.7,92.2,0.1,19.2,10.95890410958904,7.1,16.7,155.0,144,52.8,0.04,-0.17,0.25,4.79,72.3%,49.7%,38.7%,27.1%,23.9%,69.0%,3,92%,5%,3%,84%,16%,0%,Good
4299,138525,869,Mixed,Does not apply,49.5,50.5,6.6,9.2,7.4,92.6,0.0,21.3,10.251046025104603,4.7,10.2,159.0,152,44.8,-0.02,-0.23,0.18,3.8,56.0%,36.5%,27.7%,20.8%,11.3%,52.2%,3,95%,5%,0%,94%,6%,0%,Good
4303,138530,394,Mixed,Does not apply,19.2,80.8,100.0,0.0,1.3,98.7,0.0,55.2,41.72185430463576,7.1,22.9,20.0,18,6.9,-2.21,-2.8,-1.62,0.48,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,100%,0%,0%,100%,0%,0%,Good
4305,138544,888,Mixed,Does not apply,46.4,53.6,2.9,7.6,2.9,97.1,0.0,30.4,16.78832116788321,4.1,9.8,128.0,127,46.5,0.33,0.1,0.55,3.88,60.9%,37.5%,32.0%,21.9%,13.3%,57.0%,2,94%,6%,0%,85%,15%,0%,Good
4306,138545,373,Mixed,None,50.2,49.8,0.7,10.5,4.3,95.7,0.0,28.4,16.240266963292544,6.2,15.1,316.0,314,47.1,0.11,-0.03,0.25,4.1,66.1%,40.8%,46.2%,28.8%,18.7%,63.6%,3,91%,9%,1%,78%,21%,1%,Requires Improvement
4308,138549,861,Mixed,None,50.7,49.3,3.3,11.8,21.2,78.8,0.0,45.3,23.559759243336202,6.4,17.8,194.0,189,39.8,-0.38,-0.56,-0.2,3.01,45.9%,29.4%,12.9%,7.7%,4.1%,43.3%,4,92%,6%,2%,86%,10%,4%,Good
4311,138567,394,Mixed,None,50.6,49.4,0.9,15.3,4.8,90.9,4.3,20.5,15.341959334565619,4.6,12.4,43.0,40,52.7,0.58,0.18,0.97,4.56,72.1%,46.5%,37.2%,32.6%,23.3%,72.1%,1,92%,8%,0%,90%,10%,0%,Requires Improvement
4313,138569,823,Mixed,None,42.2,57.8,1.9,25.9,15.3,84.7,0.0,43.5,20.447284345047922,6.4,17.3,58.0,55,33,-1.03,-1.37,-0.69,2.63,39.7%,13.8%,6.9%,3.4%,1.7%,32.8%,5,89%,8%,3%,88%,13%,0%,Inadequate
4314,138571,823,Mixed,None,47.9,52.1,0.7,11.5,11.7,88.3,0.0,21.3,9.655831739961759,5.4,12.7,131.0,124,39.2,-0.44,-0.67,-0.22,3.16,43.5%,21.4%,13.0%,5.3%,3.8%,38.9%,4,94%,5%,1%,89%,11%,0%,Good
4316,138582,919,Mixed,None,48.2,51.8,1.0,13.9,21.3,78.5,0.2,20.0,9.908409658617819,4.4,8.7,122.0,108,48.2,0.34,0.09,0.58,4.19,70.5%,45.9%,38.5%,23.8%,14.8%,63.9%,2,93%,5%,2%,88%,12%,0%,Good
4317,138585,850,Mixed,None,48.1,51.9,0.7,13.3,0.5,99.5,0.0,33.0,16.933638443935926,5.4,13.8,59.0,57,38.6,-0.07,-0.4,0.26,3.29,44.1%,25.4%,37.3%,23.7%,8.5%,44.1%,3,93%,7%,0%,80%,20%,0%,Good
4319,138593,384,Mixed,None,47.7,52.3,3.5,12.2,5.4,94.3,0.3,40.7,21.138211382113823,7.3,17.5,68.0,66,38.6,-0.32,-0.63,-0.01,3.37,52.9%,27.9%,10.3%,7.4%,5.9%,42.6%,4,85%,15%,0%,71%,29%,0%,Good
4322,138606,335,Mixed,Church of England,49.3,50.7,1.6,11.0,58.9,40.9,0.2,51.0,28.06818181818182,5.6,15.5,139.0,120,35.1,-0.2,-0.43,0.03,2.78,37.4%,18.0%,8.6%,2.9%,1.4%,33.1%,3,96%,3%,1%,96%,3%,1%,Good
4323,138607,205,Girls,Church of England,100.0,0.0,1.1,9.9,15.6,83.0,1.5,21.1,8.839050131926122,4.0,7.7,117.0,109,64.5,0.8,0.56,1.04,6.17,90.6%,73.5%,91.5%,70.9%,49.6%,89.7%,1,98%,1%,1%,93%,3%,3%,Unknown
4324,138609,304,Mixed,None,47.7,52.3,2.6,16.4,49.1,50.8,0.1,30.7,14.186046511627906,4.4,7.6,199.0,189,49.8,0.26,0.07,0.44,4.46,73.4%,48.2%,36.7%,28.6%,22.1%,69.3%,2,93%,6%,1%,90%,10%,0%,Unknown
4325,138610,304,Mixed,None,45.5,54.5,1.8,11.8,59.8,40.2,0.0,26.3,10.628645495787428,4.8,12.6,216.0,184,44.2,0.29,0.1,0.47,3.94,65.3%,38.9%,38.4%,24.1%,15.3%,55.6%,2,96%,2%,1%,95%,4%,2%,Good
4326,138614,358,Mixed,None,51.6,48.4,1.6,8.1,6.0,94.0,0.0,25.6,15.311510031678988,7.0,20.3,161.0,155,45.7,-0.22,-0.43,-0.02,3.65,72.7%,45.3%,13.7%,9.3%,3.1%,68.3%,4,95%,4%,1%,94%,6%,0%,Good
4328,138620,938,Mixed,Does not apply,46.4,53.6,2.1,17.1,22.3,77.5,0.2,40.3,19.12512716174975,7.6,22.4,154.0,143,35.9,-0.52,-0.73,-0.31,3.21,48.7%,27.3%,29.2%,14.3%,7.8%,35.1%,5,89%,9%,2%,79%,16%,5%,Requires Improvement
4329,138622,831,Mixed,Roman Catholic,52.7,47.3,2.1,17.0,30.2,69.7,0.1,34.7,16.129032258064516,5.0,13.5,222.0,207,46.7,0.25,0.07,0.42,3.95,57.7%,36.0%,17.6%,14.4%,8.1%,54.1%,2,95%,5%,0%,89%,11%,0%,Good
4330,138623,865,Mixed,None,51.9,48.1,1.3,9.2,2.8,97.2,0.0,11.0,4.57280385078219,5.5,10.6,260.0,252,56.6,0.43,0.27,0.59,5,80.0%,60.0%,34.2%,31.9%,25.4%,78.8%,2,96%,4%,0%,83%,17%,0%,Outstanding
4333,138628,855,Mixed,None,52.6,47.4,3.3,13.0,6.0,93.8,0.2,25.4,14.418604651162791,6.2,14.8,105.0,101,46,-0.01,-0.26,0.24,3.9,60.0%,41.0%,38.1%,30.5%,20.0%,58.1%,3,93%,7%,0%,75%,25%,0%,Good
4334,138630,865,Mixed,None,51.0,49.0,1.5,11.4,4.4,95.6,0.0,26.4,13.407258064516128,7.4,19.9,142.0,138,47.1,0.28,0.06,0.49,4.07,66.2%,43.7%,31.0%,21.8%,15.5%,64.1%,2,90%,8%,2%,82%,13%,5%,Good
4335,138632,919,Mixed,None,48.3,51.7,1.3,10.6,7.1,92.7,0.2,15.7,7.0729872084273895,4.5,9.4,219.0,215,52.5,0.09,-0.08,0.26,4.66,75.8%,47.0%,42.5%,34.2%,24.2%,71.7%,3,97%,3%,0%,94%,6%,0%,Good
4337,138638,925,Girls,Does not apply,100.0,0.0,0.4,7.4,5.7,94.3,0.0,5.8,1.9801980198019802,4.0,6.9,179.0,174,69.7,0.92,0.73,1.11,6.36,99.4%,91.1%,66.5%,63.1%,55.9%,98.9%,1,99%,1%,0%,91%,9%,0%,Unknown
4338,138641,891,Mixed,None,49.8,50.2,0.3,3.1,2.9,97.1,0.0,18.1,7.2811773818745165,4.9,11.1,218.0,217,50.8,0.15,-0.02,0.32,4.48,73.9%,50.0%,29.4%,27.1%,22.5%,68.3%,3,95%,4%,1%,94%,3%,3%,Good
4340,138647,888,Mixed,Does not apply,48.9,51.1,0.3,3.8,3.2,96.8,0.0,21.5,12.5,4.0,7.3,204.0,202,50.2,0.11,-0.07,0.28,4.08,77.0%,51.5%,20.6%,15.2%,12.7%,73.0%,3,92%,6%,2%,89%,10%,2%,Good
4341,138650,303,Boys,Roman Catholic,0.0,100.0,5.0,9.4,16.2,83.0,0.8,25.6,10.78838174273859,4.3,8.8,101.0,82,47.2,0.12,-0.16,0.4,4.2,61.4%,31.7%,38.6%,20.8%,12.9%,56.4%,3,95%,5%,1%,89%,7%,4%,Good
4342,138651,318,Mixed,Does not apply,39.3,60.7,4.0,6.9,23.3,76.7,0.0,13.0,6.942277691107644,4.0,6.7,198.0,181,59.6,0.5,0.31,0.68,5.76,83.3%,66.7%,86.4%,65.2%,46.5%,81.8%,1,96%,2%,2%,90%,10%,0%,Outstanding
4346,138664,885,Mixed,Does not apply,46.2,53.8,3.3,16.3,2.9,96.1,1.0,17.9,7.37134909596662,5.7,15.9,120.0,118,46.6,-0.15,-0.39,0.08,4.09,70.0%,37.5%,34.2%,25.0%,14.2%,65.0%,3,95%,5%,0%,100%,0%,0%,Requires Improvement
4347,138665,925,Mixed,None,53.2,46.8,0.1,3.5,3.0,95.4,1.6,6.5,3.354037267080745,4.4,7.7,123.0,113,66.4,0.25,0.01,0.49,6.36,98.4%,84.6%,87.8%,69.1%,56.9%,96.7%,2,97%,2%,1%,83%,17%,0%,Unknown
4348,138667,931,Mixed,None,49.4,50.6,2.9,9.8,3.6,96.4,0.0,10.9,4.603100046970408,6.3,15.3,314.0,307,49.4,0.11,-0.03,0.26,4.4,75.5%,48.7%,30.3%,20.1%,16.2%,68.2%,3,95%,4%,2%,81%,19%,0%,Unknown
4350,138682,212,Mixed,None,43.3,56.7,4.5,25.2,55.3,43.8,0.9,47.4,24.641148325358852,4.6,8.8,164.0,118,44.2,0.4,0.17,0.63,3.91,58.5%,39.6%,23.8%,15.2%,10.4%,56.1%,2,96%,3%,2%,95%,2%,3%,Good
4354,138695,330,Mixed,None,47.3,52.7,0.3,17.1,69.7,30.2,0.1,59.7,31.404072883172564,6.4,15.8,150.0,113,43.7,0.51,0.28,0.75,4.12,54.0%,27.3%,60.0%,29.3%,16.7%,48.7%,1,93%,4%,3%,92%,5%,3%,Good
4355,138696,341,Boys,Does not apply,0.1,99.9,0.7,18.8,6.9,93.1,0.0,40.4,21.148036253776432,4.7,11.6,177.0,177,45.4,-0.26,-0.45,-0.07,3.54,66.1%,43.5%,5.1%,4.0%,2.3%,60.5%,4,95%,5%,1%,89%,9%,2%,Requires Improvement
4356,138697,353,Mixed,Does not apply,36.3,63.7,100.0,0.0,28.2,70.5,1.3,60.9,40.992167101827675,11.7,32.7,53.0,53,0.8,-1.86,-2.2,-1.51,0.04,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,97%,3%,0%,100%,0%,0%,Outstanding
4358,138699,359,Mixed,None,51.2,48.8,1.7,9.0,1.9,97.8,0.3,29.3,15.599534342258439,5.6,15.2,151.0,147,48.7,-0.02,-0.22,0.19,4.25,74.8%,53.0%,60.3%,24.5%,15.9%,64.2%,3,95%,5%,0%,89%,11%,0%,Requires Improvement
4361,138711,806,Mixed,Does not apply,49.4,50.6,2.0,24.8,2.4,96.7,0.9,70.0,44.121532364597094,10.5,33.2,132.0,130,34.3,-0.72,-0.94,-0.5,2.68,53.0%,26.5%,6.8%,5.3%,5.3%,40.2%,5,85%,15%,0%,80%,20%,0%,Good
4363,138717,840,Mixed,None,47.7,52.3,1.0,9.7,2.0,98.0,0.0,35.6,18.256130790190735,4.7,11.1,119.0,118,49.8,0.11,-0.12,0.34,4.46,68.1%,47.9%,44.5%,35.3%,26.1%,64.7%,3,96%,4%,0%,94%,6%,0%,Good
4364,138718,840,Mixed,Does not apply,26.2,73.8,100.0,0.0,0.5,99.5,0.0,74.3,55.44554455445545,8.3,25.4,24.0,22,0.3,-1.83,-2.36,-1.29,0.02,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,5,94%,6%,0%,92%,8%,0%,Good
4365,138720,850,Mixed,Does not apply,46.0,54.0,1.4,4.0,3.2,96.8,0.0,14.5,6.730769230769231,5.1,11.5,153.0,143,48,-0.29,-0.5,-0.08,4.3,68.0%,52.3%,40.5%,30.7%,23.5%,62.7%,4,97%,3%,0%,90%,10%,0%,Good
4367,138728,860,Mixed,Does not apply,46.5,53.5,1.1,12.4,3.3,96.7,0.0,16.8,7.577268195413758,5.6,12.8,195.0,194,43.9,-0.13,-0.31,0.05,3.81,58.5%,29.2%,32.3%,22.6%,13.3%,56.9%,3,97%,2%,1%,96%,4%,0%,Good
4368,138729,860,Mixed,Roman Catholic,50.5,49.5,0.7,7.3,3.8,96.2,0.0,7.9,3.177004538577912,3.7,7.5,203.0,198,56.7,0.38,0.2,0.56,5.24,80.3%,60.6%,81.3%,50.2%,29.6%,77.3%,2,96%,4%,0%,82%,18%,0%,Unknown
4370,138734,881,Mixed,None,47.4,52.6,0.6,4.2,2.2,97.8,0.0,9.9,4.195804195804196,5.4,13.3,131.0,122,53.5,0.23,0,0.45,4.91,77.9%,51.9%,66.4%,45.0%,31.3%,73.3%,3,97%,2%,1%,88%,13%,0%,Good
4372,138743,896,Mixed,Does not apply,49.4,50.6,0.9,5.4,1.1,98.9,0.0,16.8,8.90890890890891,4.8,11.3,195.0,193,58.9,0.79,0.61,0.97,5.63,88.2%,72.3%,93.3%,59.5%,38.5%,84.6%,1,97%,3%,0%,93%,7%,0%,Outstanding
4373,138746,916,Mixed,None,49.5,50.5,0.7,18.5,4.3,95.7,0.0,17.6,7.455621301775148,5.9,15.1,154.0,146,44.1,-0.17,-0.37,0.04,3.71,66.2%,37.0%,31.2%,18.8%,11.0%,61.0%,3,94%,5%,1%,86%,9%,5%,Good
4375,138754,925,Mixed,Does not apply,50.9,49.1,1.3,37.1,40.5,59.0,0.6,31.9,19.187145557655956,6.3,17.8,189.0,158,38.2,-0.17,-0.37,0.03,3.17,45.0%,19.6%,12.7%,6.3%,2.1%,39.2%,3,93%,6%,1%,92%,8%,0%,Requires Improvement
4376,138755,925,Mixed,None,49.0,51.0,3.3,28.3,6.1,93.9,0.0,30.9,17.26844583987441,6.5,21,139.0,136,35.8,-0.55,-0.77,-0.34,2.72,48.9%,25.9%,5.0%,2.2%,0.0%,40.3%,5,93%,7%,0%,90%,10%,0%,Good
4377,138756,925,Mixed,Church of England,54.1,45.9,2.5,20.4,9.7,90.3,0.0,30.5,14.695340501792115,6.8,23.3,73.0,71,35.6,-0.35,-0.64,-0.05,3,45.2%,28.8%,13.7%,4.1%,2.7%,35.6%,4,97%,3%,0%,94%,6%,0%,Requires Improvement
4378,138757,925,Mixed,None,51.5,48.5,0.2,5.0,6.6,93.4,0.0,16.2,6.578947368421052,3.8,6.9,73.0,66,55.8,-0.02,-0.33,0.29,5.18,94.5%,76.7%,72.6%,52.1%,20.5%,87.7%,3,93%,5%,2%,89%,11%,0%,Requires Improvement
4379,138758,926,Mixed,None,47.6,52.4,2.6,5.6,0.9,99.1,0.0,23.6,15.021459227467812,4.4,8.7,92.0,91,46.1,-0.07,-0.34,0.19,4.17,65.2%,45.7%,34.8%,25.0%,19.6%,58.7%,3,96%,4%,0%,82%,18%,0%,Requires Improvement
4380,138762,931,Boys,Does not apply,0.0,100.0,1.3,15.1,6.6,93.4,0.0,14.5,6.682297772567409,5.2,11.9,129.0,125,48.6,0.05,-0.17,0.28,4.25,73.6%,52.7%,23.3%,17.8%,14.0%,64.3%,3,94%,5%,1%,87%,13%,0%,Unknown
4381,138765,936,Mixed,Does not apply,48.2,51.8,1.6,14.5,13.6,86.4,0.0,25.1,13.798219584569733,5.2,15.4,153.0,143,45.6,0.24,0.03,0.45,4.14,64.1%,38.6%,85.6%,30.1%,14.4%,56.2%,2,91%,9%,1%,83%,17%,0%,Good
4383,138767,937,Mixed,Does not apply,49.5,50.5,1.5,13.0,2.1,97.7,0.2,16.2,11.02514506769826,5.6,13.8,87.0,85,48.1,-0.17,-0.44,0.11,4.09,63.2%,44.8%,27.6%,17.2%,9.2%,59.8%,3,95%,4%,1%,87%,7%,7%,Good
4386,138783,925,Mixed,None,46.0,54.0,1.3,25.4,1.1,98.9,0.0,36.2,18.75,6.2,19.9,94.0,92,38.3,-0.3,-0.57,-0.04,3.12,47.9%,18.1%,20.2%,1.1%,1.1%,43.6%,4,90%,10%,0%,89%,11%,0%,Good
4390,138810,891,Mixed,Roman Catholic,49.5,50.5,0.9,7.4,17.8,82.2,0.0,21.1,10.073710073710075,3.7,6.7,140.0,128,44.9,-0.01,-0.24,0.21,3.84,65.0%,34.3%,54.3%,15.7%,8.6%,60.7%,3,89%,10%,1%,72%,24%,3%,Good
4391,138817,931,Mixed,Church of England,48.6,51.4,4.1,9.6,3.7,96.3,0.0,11.6,5.41871921182266,5.7,11.4,168.0,161,51.4,0.14,-0.05,0.34,4.59,74.4%,44.6%,44.0%,31.5%,17.3%,70.8%,3,96%,3%,1%,91%,9%,0%,Good
4392,138819,855,Mixed,None,45.4,54.6,1.0,13.3,1.0,99.0,0.0,12.8,5.872193436960276,5.1,14,96.0,93,47.6,0.3,0.04,0.56,4.11,64.6%,35.4%,17.7%,17.7%,14.6%,63.5%,2,96%,3%,1%,94%,6%,0%,Good
4395,138823,868,Mixed,None,49.5,50.5,2.4,13.4,3.7,96.2,0.1,11.4,5.498489425981873,5.6,13,245.0,220,54.7,0.29,0.12,0.46,4.62,75.1%,53.5%,30.2%,26.9%,22.4%,73.9%,2,95%,2%,2%,95%,5%,0%,Unknown
4396,138825,318,Mixed,Does not apply,42.3,57.7,2.9,14.0,14.5,85.4,0.1,15.4,7.736389684813753,4.5,9.6,203.0,194,56.9,0.54,0.36,0.72,5.18,79.8%,59.1%,62.6%,51.2%,43.3%,78.8%,1,93%,5%,2%,89%,11%,0%,Outstanding
4397,138829,926,Mixed,Does not apply,48.2,51.8,1.9,12.2,1.1,98.9,0.0,20.6,8.436018957345972,6.9,19.8,156.0,153,46.2,-0.19,-0.4,0.01,4.16,59.6%,39.1%,48.7%,29.5%,16.0%,55.8%,3,94%,5%,2%,86%,14%,0%,Good
4398,138831,813,Mixed,Does not apply,48.8,51.2,1.2,15.2,1.4,98.6,0.0,27.3,13.671875,6.0,16.2,106.0,104,48.6,0.17,-0.08,0.42,4.28,75.5%,53.8%,51.9%,30.2%,15.1%,71.7%,3,95%,5%,0%,88%,13%,0%,Unknown
4399,138832,891,Mixed,Does not apply,53.3,46.7,1.1,15.1,15.8,84.2,0.0,23.6,12.415654520917679,5.0,12.4,113.0,105,49.1,0.31,0.07,0.56,4.51,68.1%,51.3%,36.3%,28.3%,23.0%,58.4%,2,96%,3%,1%,97%,0%,3%,Good
4401,138834,881,Girls,Roman Catholic,96.9,3.1,0.3,4.8,4.7,95.3,0.0,11.3,4.205607476635514,4.1,6.9,165.0,152,62.4,1,0.79,1.2,5.68,91.5%,82.4%,78.8%,49.7%,38.2%,88.5%,1,98%,1%,1%,100%,0%,0%,Good
4402,138835,888,Mixed,None,48.8,51.2,0.3,0.9,5.4,94.6,0.0,6.4,3.761755485893417,4.1,7.2,180.0,177,71.8,0.37,0.18,0.56,6.81,99.4%,96.1%,97.2%,78.9%,61.7%,97.8%,2,98%,2%,0%,91%,9%,0%,Outstanding
4403,138836,830,Mixed,Does not apply,52.7,47.3,2.8,4.7,3.3,96.7,0.0,34.3,22.71604938271605,5.2,13.5,152.0,147,43.6,-0.36,-0.57,-0.15,4.05,62.5%,41.4%,59.2%,29.6%,19.1%,55.9%,4,94%,6%,1%,87%,13%,0%,Good
4404,138837,891,Mixed,Does not apply,50.7,49.3,1.3,15.4,10.7,89.3,0.0,34.1,17.057569296375267,5.0,11.2,114.0,107,45.4,0.02,-0.22,0.26,4.06,67.5%,40.4%,28.1%,21.9%,15.8%,57.9%,3,92%,7%,1%,86%,14%,0%,Good
4406,138841,373,Mixed,Does not apply,49.4,50.6,3.2,5.0,25.4,74.2,0.5,19.5,11.706948640483382,4.3,10.6,194.0,189,55.5,0.69,0.51,0.88,5.01,77.8%,60.3%,40.2%,37.6%,33.5%,74.2%,1,97%,3%,0%,93%,7%,0%,Outstanding
4408,138845,807,Mixed,None,50.6,49.4,1.2,7.8,2.8,97.2,0.1,23.5,8.21078431372549,6.2,16.5,294.0,293,46.5,-0.43,-0.58,-0.28,3.72,72.1%,47.3%,15.0%,9.2%,5.8%,65.3%,4,92%,8%,1%,85%,14%,2%,Good
